0,3,5,0,358455871,5122,residential, , ,B,0,0,F,F,1,113.209934,23.140674
4,4,9,0,358455871,5122,residential, , ,B,0,0,F,F,1,113.210057,23.141793,180
5,3,10,0,358455871,5122,residential, , ,B,0,0,F,F,1,113.210114,23.142293,90
